city,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
Winterfell,3,2014-01-16,4.0,1.0,2014-01-17,Android,0.0,True,100.0,0.7000000000000001,4.7
Winterfell,0,2014-01-24,5.0,1.25,2014-05-11,iPhone,25.0,False,0.0,7.69,5.0
Winterfell,0,2014-01-25,5.0,1.0,2014-06-22,iPhone,0.0,True,37.5,1.8599999999999999,4.5
Astapor,0,2014-01-31,5.0,1.0,2014-03-06,iPhone,0.0,True,100.0,5.82,5.0
King's Landing,3,2014-01-18,5.0,1.09,2014-06-22,iPhone,12.5,False,50.0,3.84,5.0
Astapor,1,2014-01-30,,1.0,2014-01-30,Android,0.0,True,100.0,2.32,5.0
King's Landing,0,2014-01-27,,1.0,2014-06-29,iPhone,0.0,True,0.0,2.37,5.0
Winterfell,1,2014-01-05,5.0,1.0,2014-01-06,iPhone,0.0,False,100.0,1.17,5.0
Astapor,1,2014-01-25,2.0,4.0,2014-02-09,iPhone,100.0,False,0.0,6.0,
Winterfell,5,2014-01-31,4.6,1.1,2014-05-24,Android,15.4,True,69.2,4.14,5.0
Astapor,0,2014-01-03,5.0,1.0,2014-03-28,Android,0.0,True,100.0,3.23,5.0
Winterfell,1,2014-01-25,,1.0,2014-01-26,iPhone,0.0,False,0.0,1.82,
Astapor,0,2014-01-30,5.0,1.0,2014-06-08,iPhone,0.0,False,0.0,3.29,4.8
Winterfell,1,2014-01-25,,1.0,2014-02-01,iPhone,0.0,False,0.0,13.12,5.0
King's Landing,2,2014-01-19,4.5,1.21,2014-06-29,iPhone,42.9,True,14.3,2.51,4.3
Astapor,0,2014-01-21,,1.0,2014-05-09,iPhone,0.0,True,100.0,0.63,5.0
King's Landing,3,2014-01-18,3.8,1.19,2014-05-10,iPhone,17.6,False,76.5,1.83,5.0
Astapor,6,2014-01-21,4.8,1.08,2014-02-10,iPhone,16.7,False,33.3,1.88,5.0
Astapor,4,2014-01-10,4.0,1.13,2014-01-13,iPhone,25.0,False,25.0,3.34,4.5
Astapor,1,2014-01-15,4.9,1.12,2014-06-18,iPhone,14.8,True,44.4,7.8100000000000005,4.8
Astapor,0,2014-01-27,,1.0,2014-03-16,iPhone,0.0,False,0.0,3.5700000000000003,5.0
Winterfell,0,2014-01-03,,1.0,2014-04-01,Android,0.0,True,100.0,1.34,5.0
Astapor,7,2014-01-30,3.7,1.0,2014-06-09,iPhone,0.0,True,78.6,3.3,4.7
Astapor,0,2014-01-17,,1.0,2014-03-10,Android,0.0,False,0.0,6.71,5.0
Astapor,5,2014-01-16,4.9,1.22,2014-06-21,iPhone,27.3,False,63.6,2.41,4.9
Astapor,1,2014-01-13,5.0,1.0,2014-01-13,iPhone,0.0,False,100.0,8.08,5.0
King's Landing,0,2014-01-07,4.2,1.29,2014-06-23,iPhone,14.3,False,71.4,2.43,5.0
Astapor,0,2014-01-30,5.0,1.0,2014-05-10,iPhone,0.0,True,100.0,0.59,5.0
Winterfell,1,2014-01-08,,1.0,2014-01-12,iPhone,0.0,True,0.0,14.51,5.0
King's Landing,1,2014-01-19,5.0,1.0,2014-01-20,Android,0.0,True,0.0,5.21,5.0
Winterfell,2,2014-01-10,5.0,1.0,2014-05-31,iPhone,0.0,False,33.3,2.96,5.0
King's Landing,1,2014-01-16,5.0,1.0,2014-07-01,iPhone,0.0,False,100.0,5.93,5.0
Astapor,1,2014-01-01,5.0,1.25,2014-01-01,Android,100.0,False,100.0,10.43,5.0
Winterfell,9,2014-01-02,5.0,1.0,2014-06-28,Android,0.0,False,88.3,1.85,4.6
Winterfell,9,2014-01-21,5.0,1.23,2014-06-30,iPhone,20.9,True,56.7,3.03,4.6
Winterfell,0,2014-01-01,5.0,1.0,2014-05-25,iPhone,0.0,False,33.3,4.65,5.0
Winterfell,6,2014-01-30,4.3,1.0,2014-02-18,Android,0.0,False,66.7,2.8200000000000003,4.8
Winterfell,0,2014-01-15,5.0,1.0,2014-05-11,iPhone,0.0,False,33.3,2.05,4.7
Winterfell,0,2014-01-13,5.0,2.0,2014-03-19,Android,50.0,True,100.0,19.81,5.0
King's Landing,8,2014-01-16,4.0,1.01,2014-07-01,iPhone,1.7000000000000002,True,70.9,7.5,4.8
King's Landing,1,2014-01-18,5.0,1.0,2014-01-19,Android,0.0,True,0.0,1.6400000000000001,5.0
Winterfell,2,2014-01-26,4.6,1.0,2014-06-22,iPhone,0.0,True,57.1,3.18,4.9
Winterfell,1,2014-01-29,2.0,1.0,2014-06-18,iPhone,0.0,False,50.0,4.5600000000000005,4.5
King's Landing,0,2014-01-05,,1.0,2014-05-23,iPhone,0.0,False,100.0,8.07,3.0
Winterfell,4,2014-01-10,4.0,1.0,2014-01-19,iPhone,0.0,True,0.0,1.8399999999999999,5.0
Winterfell,1,2014-01-16,5.0,1.0,2014-02-21,Android,0.0,False,100.0,4.07,2.5
King's Landing,15,2014-01-26,4.8,1.06,2014-06-30,Android,11.7,True,60.0,2.48,4.9
King's Landing,0,2014-01-11,4.9,1.0,2014-07-01,Android,0.0,True,23.1,2.34,4.9
Winterfell,5,2014-01-21,4.8,1.0,2014-01-22,iPhone,0.0,True,100.0,1.8900000000000001,4.6
Winterfell,0,2014-01-25,,1.0,2014-06-15,iPhone,0.0,False,0.0,11.86,4.0
Astapor,4,2014-01-26,5.0,1.04,2014-04-26,Android,16.7,False,66.7,3.83,5.0
Astapor,1,2014-01-11,5.0,1.0,2014-01-12,iPhone,0.0,False,0.0,14.59,5.0
King's Landing,0,2014-01-30,5.0,1.0,2014-06-04,Android,0.0,False,100.0,1.43,5.0
King's Landing,1,2014-01-29,5.0,1.0,2014-06-21,iPhone,0.0,False,33.3,6.46,5.0
Astapor,1,2014-01-08,5.0,1.0,2014-01-09,,0.0,False,100.0,31.01,5.0
Astapor,2,2014-01-17,5.0,1.0,2014-01-28,iPhone,0.0,False,100.0,5.21,5.0
Astapor,0,2014-01-18,5.0,1.0,2014-04-02,Android,0.0,False,100.0,14.79,5.0
Astapor,2,2014-01-16,4.5,1.0,2014-05-25,Android,0.0,False,50.0,3.84,4.9
Astapor,0,2014-01-20,3.3,1.0,2014-04-14,iPhone,0.0,False,25.0,7.34,5.0
Winterfell,0,2014-01-13,4.3,1.0,2014-04-02,iPhone,0.0,True,100.0,3.13,5.0
Winterfell,1,2014-01-18,,1.0,2014-03-26,iPhone,0.0,False,50.0,1.58,5.0
Winterfell,1,2014-01-18,5.0,1.0,2014-01-19,iPhone,0.0,False,0.0,4.42,5.0
King's Landing,1,2014-01-24,4.8,1.0,2014-06-22,iPhone,0.0,False,60.0,5.73,5.0
Astapor,0,2014-01-25,,1.0,2014-05-23,Android,0.0,False,100.0,7.85,5.0
King's Landing,2,2014-01-09,4.9,1.03,2014-06-25,iPhone,13.0,False,65.2,2.88,4.9
Astapor,1,2014-01-10,5.0,1.0,2014-03-23,iPhone,0.0,True,0.0,6.75,5.0
Astapor,1,2014-01-18,5.0,1.0,2014-01-19,iPhone,0.0,True,0.0,6.25,5.0
King's Landing,8,2014-01-07,4.5,1.05,2014-06-30,iPhone,8.6,True,93.1,2.51,4.9
Astapor,1,2014-01-25,,1.0,2014-01-25,iPhone,0.0,True,0.0,5.54,5.0
Astapor,4,2014-01-01,5.0,1.0,2014-01-17,Android,0.0,True,50.0,10.1,5.0
Winterfell,1,2014-01-06,4.0,1.13,2014-05-27,iPhone,25.0,False,100.0,7.04,5.0
King's Landing,0,2014-01-20,5.0,1.0,2014-06-22,Android,0.0,True,40.0,3.23,5.0
Astapor,1,2014-01-08,5.0,1.0,2014-06-24,iPhone,0.0,False,100.0,3.95,5.0
King's Landing,4,2014-01-09,4.9,1.1,2014-06-29,iPhone,8.6,True,62.9,2.48,4.8
Winterfell,4,2014-01-19,3.7,1.1,2014-06-29,iPhone,8.3,True,66.7,1.76,4.8
Astapor,1,2014-01-12,5.0,1.0,2014-04-11,iPhone,0.0,True,50.0,2.41,5.0
Winterfell,1,2014-01-12,5.0,1.0,2014-01-22,Android,0.0,False,100.0,1.37,5.0
Astapor,1,2014-01-01,3.0,1.0,2014-05-25,iPhone,0.0,True,25.0,1.55,5.0
Winterfell,1,2014-01-11,,1.0,2014-03-24,iPhone,0.0,False,0.0,2.56,5.0
King's Landing,5,2014-01-13,5.0,1.02,2014-06-16,iPhone,9.1,True,81.8,1.6400000000000001,4.9
Astapor,0,2014-01-12,5.0,1.0,2014-04-04,iPhone,0.0,False,100.0,4.95,4.7
Winterfell,2,2014-01-04,3.5,1.0,2014-01-05,Android,0.0,False,0.0,4.63,5.0
Winterfell,0,2014-01-23,5.0,1.0,2014-05-21,iPhone,0.0,False,100.0,18.86,5.0
Winterfell,1,2014-01-06,3.3,1.0,2014-06-22,,0.0,True,33.3,6.03,5.0
King's Landing,4,2014-01-25,5.0,1.0,2014-07-01,iPhone,0.0,False,64.0,2.0,4.8
Astapor,4,2014-01-08,4.7,1.0,2014-01-12,Android,0.0,False,50.0,0.84,5.0
Astapor,2,2014-01-18,4.0,1.0,2014-01-19,iPhone,0.0,True,0.0,7.09,5.0
Winterfell,1,2014-01-22,,1.0,2014-01-27,Android,0.0,False,0.0,1.73,5.0
Winterfell,0,2014-01-09,5.0,2.0,2014-05-26,Android,100.0,False,0.0,2.85,5.0
King's Landing,0,2014-01-20,,1.25,2014-06-07,Android,50.0,False,0.0,1.22,5.0
Winterfell,1,2014-01-15,4.0,1.0,2014-01-16,Android,0.0,False,100.0,0.0,5.0
Astapor,1,2014-01-03,4.6,1.0,2014-06-17,iPhone,0.0,True,85.7,3.96,4.7
Astapor,0,2014-01-01,5.0,1.03,2014-06-27,iPhone,12.5,True,62.5,1.71,4.8
Winterfell,1,2014-01-11,3.8,1.0,2014-06-18,Android,0.0,False,80.0,8.17,4.8
King's Landing,0,2014-01-23,5.0,1.33,2014-05-17,iPhone,33.3,True,33.3,5.55,5.0
Astapor,1,2014-01-22,5.0,1.0,2014-05-25,Android,0.0,False,50.0,3.29,4.8
Astapor,1,2014-01-18,,1.0,2014-01-19,iPhone,0.0,True,0.0,8.11,5.0
Winterfell,0,2014-01-26,4.9,1.0,2014-06-21,iPhone,0.0,False,75.0,5.96,4.8
King's Landing,1,2014-01-03,5.0,1.0,2014-01-05,iPhone,0.0,False,0.0,6.79,5.0
Winterfell,0,2014-01-15,4.9,1.0,2014-06-11,iPhone,0.0,False,28.6,2.05,5.0
Astapor,6,2014-01-23,4.9,1.02,2014-06-21,iPhone,10.0,False,50.0,4.11,4.9
King's Landing,22,2014-01-07,4.8,1.08,2014-05-05,Android,11.1,True,88.9,6.07,4.7
King's Landing,0,2014-01-13,5.0,1.0,2014-03-20,Android,0.0,False,100.0,5.64,5.0
Astapor,1,2014-01-22,5.0,1.0,2014-06-20,iPhone,0.0,False,100.0,4.69,5.0
Winterfell,0,2014-01-20,,1.0,2014-03-25,Android,0.0,True,100.0,18.29,5.0
King's Landing,3,2014-01-19,5.0,1.0,2014-01-25,Android,0.0,False,33.3,4.1,5.0
Winterfell,0,2014-01-08,,1.0,2014-02-15,iPhone,0.0,False,0.0,2.93,5.0
Astapor,1,2014-01-19,5.0,1.0,2014-05-16,iPhone,0.0,True,100.0,7.8,5.0
Winterfell,3,2014-01-24,4.0,1.0,2014-02-06,Android,0.0,False,66.7,2.7,5.0
Winterfell,5,2014-01-06,4.8,1.0,2014-05-31,iPhone,0.0,False,61.5,2.17,4.9
Winterfell,6,2014-01-30,4.5,1.0,2014-05-18,iPhone,0.0,False,60.0,3.12,4.9
Winterfell,1,2014-01-28,,1.0,2014-02-08,Android,0.0,False,0.0,5.38,4.0
King's Landing,5,2014-01-24,4.0,1.09,2014-06-22,iPhone,9.1,True,45.5,8.41,4.8
Winterfell,1,2014-01-03,5.0,1.0,2014-06-20,iPhone,0.0,False,100.0,6.16,5.0
Astapor,0,2014-01-15,5.0,1.0,2014-04-27,Android,0.0,False,33.3,9.5,4.7
Winterfell,0,2014-01-11,,1.0,2014-03-19,iPhone,0.0,False,100.0,1.4100000000000001,5.0
Astapor,2,2014-01-23,5.0,1.0,2014-01-25,Android,0.0,False,50.0,14.18,5.0
King's Landing,0,2014-01-27,,1.0,2014-06-18,Android,0.0,True,100.0,16.88,5.0
Astapor,0,2014-01-24,5.0,1.07,2014-06-01,iPhone,14.3,False,57.1,8.53,5.0
King's Landing,2,2014-01-18,5.0,1.19,2014-06-29,iPhone,25.0,False,12.5,7.05,5.0
Astapor,3,2014-01-11,4.0,1.0,2014-01-16,iPhone,0.0,False,66.7,2.67,5.0
King's Landing,0,2014-01-01,5.0,1.0,2014-05-22,Android,0.0,False,100.0,8.44,5.0
King's Landing,0,2014-01-02,5.0,1.0,2014-06-30,Android,0.0,False,100.0,1.77,5.0
King's Landing,5,2014-01-26,4.9,1.02,2014-07-01,,3.0,False,66.7,3.08,4.8
Winterfell,0,2014-01-01,5.0,1.0,2014-06-25,iPhone,0.0,False,57.1,3.5,4.7
Winterfell,7,2014-01-05,4.9,1.18,2014-03-07,Android,7.1,False,7.1,4.67,4.2
Astapor,5,2014-01-09,4.0,1.0,2014-01-10,Android,0.0,True,100.0,0.79,5.0
Astapor,13,2014-01-15,4.8,1.0,2014-06-30,Android,0.0,True,100.0,3.17,4.7
Astapor,0,2014-01-10,5.0,1.0,2014-06-13,iPhone,0.0,True,100.0,1.42,5.0
King's Landing,2,2014-01-27,5.0,1.0,2014-02-21,iPhone,0.0,False,100.0,1.88,5.0
Astapor,4,2014-01-14,4.7,1.0,2014-06-30,iPhone,0.0,True,79.2,6.28,4.9
Astapor,1,2014-01-25,5.0,1.0,2014-01-26,iPhone,0.0,True,0.0,4.29,5.0
Winterfell,1,2014-01-26,3.5,1.0,2014-04-16,Android,0.0,True,66.7,8.88,4.7
Winterfell,3,2014-01-02,4.5,1.0,2014-01-02,Android,0.0,False,100.0,5.33,4.7
Astapor,0,2014-01-22,4.6,1.0,2014-04-20,iPhone,0.0,True,60.0,9.2,4.8
Astapor,0,2014-01-04,4.4,1.06,2014-06-28,iPhone,11.1,False,66.7,3.99,4.9
King's Landing,0,2014-01-14,,1.0,2014-06-23,iPhone,0.0,True,100.0,14.26,5.0
Winterfell,3,2014-01-20,4.8,1.04,2014-06-22,iPhone,6.5,False,54.8,2.76,4.7
Winterfell,5,2014-01-28,4.0,1.0,2014-06-06,iPhone,0.0,True,50.0,4.62,4.7
Astapor,5,2014-01-11,5.0,1.1,2014-02-08,Android,40.0,False,40.0,3.66,4.8
King's Landing,13,2014-01-14,4.7,1.07,2014-06-04,iPhone,15.4,True,76.9,5.77,4.9
Winterfell,2,2014-01-20,5.0,1.35,2014-06-29,iPhone,20.0,False,80.0,4.05,5.0
Winterfell,5,2014-01-10,4.4,1.0,2014-06-22,iPhone,0.0,False,31.0,1.51,4.7
King's Landing,0,2014-01-06,5.0,1.0,2014-06-09,iPhone,0.0,False,33.3,1.88,5.0
Winterfell,4,2014-01-05,4.5,1.0,2014-06-26,iPhone,0.0,False,92.9,1.43,4.3
Winterfell,5,2014-01-17,5.0,1.3,2014-06-29,iPhone,21.1,True,56.1,1.9100000000000001,4.9
Astapor,7,2014-01-01,4.9,1.18,2014-06-28,iPhone,20.0,True,46.7,3.6,4.8
Winterfell,0,2014-01-25,5.0,1.0,2014-05-26,iPhone,0.0,False,16.7,4.51,4.7
Astapor,1,2014-01-04,4.0,1.0,2014-01-05,iPhone,0.0,False,0.0,14.99,5.0
Astapor,2,2014-01-05,5.0,1.0,2014-01-05,iPhone,0.0,False,0.0,2.41,5.0
Winterfell,1,2014-01-03,3.0,1.0,2014-01-11,iPhone,0.0,False,100.0,0.8,4.0
Winterfell,0,2014-01-09,5.0,1.5,2014-05-04,iPhone,50.0,False,0.0,2.44,5.0
Astapor,3,2014-01-09,4.3,1.0,2014-01-15,Android,0.0,False,66.7,2.26,5.0
Astapor,3,2014-01-04,5.0,1.0,2014-01-05,Android,0.0,True,0.0,1.29,5.0
Winterfell,3,2014-01-28,4.0,1.19,2014-06-13,iPhone,50.0,False,50.0,1.76,4.8
Winterfell,1,2014-01-17,,1.0,2014-01-18,iPhone,0.0,False,100.0,14.3,5.0
Astapor,0,2014-01-13,5.0,1.0,2014-02-20,Android,0.0,False,100.0,1.24,5.0
Astapor,2,2014-01-10,,1.0,2014-06-11,iPhone,0.0,False,100.0,4.17,5.0
King's Landing,8,2014-01-03,4.3,1.25,2014-06-04,iPhone,25.0,False,66.7,3.39,4.8
Astapor,1,2014-01-31,,1.0,2014-01-31,iPhone,0.0,True,100.0,3.98,5.0
Winterfell,1,2014-01-09,5.0,1.5,2014-01-27,Android,100.0,False,0.0,8.43,5.0
Winterfell,0,2014-01-11,5.0,1.0,2014-02-15,Android,0.0,False,100.0,5.42,5.0
Winterfell,1,2014-01-17,5.0,1.04,2014-06-12,iPhone,7.7,False,61.5,3.31,4.9
Astapor,2,2014-01-25,4.3,1.04,2014-04-06,Android,14.3,True,57.1,6.67,4.9
Winterfell,8,2014-01-27,5.0,1.0,2014-04-02,iPhone,0.0,False,100.0,1.13,4.4
Winterfell,1,2014-01-11,5.0,1.45,2014-03-16,iPhone,40.0,True,0.0,4.25,4.6
Astapor,2,2014-01-25,5.0,1.0,2014-01-31,iPhone,0.0,False,100.0,14.24,5.0
King's Landing,2,2014-01-11,5.0,1.0,2014-01-13,Android,0.0,False,0.0,7.96,5.0
King's Landing,3,2014-01-23,4.8,1.13,2014-06-25,,14.3,False,85.7,5.09,4.4
Winterfell,2,2014-01-04,4.1,1.33,2014-06-16,iPhone,33.3,False,55.6,5.28,4.6
Winterfell,5,2014-01-15,3.5,1.0,2014-01-17,iPhone,0.0,True,100.0,3.22,4.0
Winterfell,17,2014-01-28,4.6,1.07,2014-02-28,iPhone,11.1,False,94.4,3.4,4.8
King's Landing,1,2014-01-07,2.0,1.0,2014-03-30,iPhone,0.0,True,50.0,14.18,5.0
Astapor,0,2014-01-18,5.0,1.0,2014-04-09,iPhone,0.0,False,100.0,2.02,5.0
King's Landing,2,2014-01-11,5.0,1.0,2014-06-15,iPhone,0.0,True,0.0,2.98,5.0
King's Landing,2,2014-01-15,5.0,1.0,2014-06-27,Android,0.0,False,100.0,8.36,5.0
King's Landing,7,2014-01-30,4.9,1.07,2014-06-29,iPhone,8.1,False,91.9,4.88,4.9
Winterfell,0,2014-01-02,3.0,1.0,2014-04-03,iPhone,0.0,True,100.0,8.18,2.5
Winterfell,7,2014-01-08,5.0,1.0,2014-06-27,Android,0.0,True,60.0,3.58,4.8
Winterfell,0,2014-01-30,5.0,1.0,2014-06-16,iPhone,0.0,True,100.0,17.93,5.0
Winterfell,1,2014-01-15,,1.0,2014-02-28,iPhone,0.0,True,100.0,6.73,5.0
King's Landing,0,2014-01-31,5.0,1.0,2014-03-21,Android,0.0,False,100.0,4.64,5.0
Astapor,0,2014-01-27,5.0,2.75,2014-03-19,Android,100.0,False,100.0,1.6600000000000001,5.0
King's Landing,1,2014-01-04,5.0,1.0,2014-06-17,iPhone,0.0,True,100.0,1.58,5.0
Winterfell,2,2014-01-30,4.8,1.0,2014-04-12,Android,0.0,False,100.0,3.21,5.0
Astapor,1,2014-01-25,,1.0,2014-01-26,iPhone,0.0,False,0.0,6.78,5.0
Astapor,2,2014-01-02,4.5,1.0,2014-06-17,Android,0.0,True,85.7,5.58,5.0
Astapor,0,2014-01-16,5.0,1.0,2014-03-06,Android,0.0,False,100.0,2.91,5.0
King's Landing,20,2014-01-25,4.9,1.08,2014-06-29,iPhone,10.1,True,52.2,2.15,4.8
Astapor,0,2014-01-01,5.0,1.0,2014-05-24,Android,0.0,False,100.0,0.84,5.0
King's Landing,4,2014-01-18,4.8,1.07,2014-06-24,iPhone,15.8,False,84.2,13.15,4.9
Astapor,2,2014-01-31,3.5,1.04,2014-05-10,Android,16.7,False,100.0,3.46,5.0
Winterfell,0,2014-01-30,5.0,1.0,2014-06-19,iPhone,0.0,False,75.0,5.93,5.0
Winterfell,0,2014-01-30,4.0,1.0,2014-04-07,iPhone,0.0,False,100.0,11.36,4.5
Astapor,0,2014-01-26,,1.0,2014-06-22,Android,0.0,False,0.0,1.44,5.0
Astapor,2,2014-01-24,4.0,2.63,2014-01-26,iPhone,100.0,False,50.0,3.45,5.0
Astapor,1,2014-01-20,5.0,1.0,2014-04-05,iPhone,0.0,False,50.0,6.15,5.0
Winterfell,1,2014-01-12,,1.0,2014-01-12,Android,0.0,True,0.0,8.62,5.0
Astapor,2,2014-01-04,5.0,1.0,2014-01-05,iPhone,0.0,True,0.0,6.46,5.0
Astapor,0,2014-01-18,5.0,1.0,2014-02-22,iPhone,0.0,True,100.0,9.92,5.0
Winterfell,3,2014-01-29,4.5,1.0,2014-03-12,iPhone,0.0,True,44.4,6.93,4.7
King's Landing,0,2014-01-14,4.7,1.05,2014-06-20,iPhone,12.5,True,62.5,1.96,5.0
Astapor,0,2014-01-27,5.0,1.04,2014-06-29,iPhone,16.7,True,33.3,4.19,4.3
Winterfell,0,2014-01-14,,1.0,2014-04-09,iPhone,0.0,True,100.0,14.24,5.0
Winterfell,2,2014-01-18,4.5,1.0,2014-03-19,Android,0.0,False,75.0,13.12,4.3
Astapor,1,2014-01-26,5.0,1.0,2014-01-26,iPhone,0.0,False,0.0,2.05,5.0
Astapor,4,2014-01-23,4.8,1.06,2014-01-28,iPhone,25.0,False,100.0,3.5,3.8
Winterfell,1,2014-01-16,5.0,1.0,2014-01-19,Android,0.0,False,0.0,13.92,5.0
Winterfell,1,2014-01-31,1.0,1.0,2014-02-08,Android,0.0,False,0.0,9.01,5.0
Astapor,0,2014-01-08,5.0,1.0,2014-05-25,iPhone,0.0,False,0.0,1.12,5.0
Astapor,0,2014-01-17,,1.0,2014-05-28,iPhone,0.0,True,100.0,12.36,3.0
Winterfell,0,2014-01-11,4.0,1.0,2014-06-14,iPhone,0.0,False,0.0,7.24,4.5
Astapor,1,2014-01-26,5.0,1.0,2014-02-28,Android,0.0,False,100.0,13.9,5.0
Winterfell,1,2014-01-24,5.0,1.0,2014-01-25,iPhone,0.0,False,0.0,0.0,5.0
Winterfell,2,2014-01-05,4.5,1.01,2014-06-27,iPhone,2.4,False,71.1,4.14,4.7
Astapor,2,2014-01-13,4.3,1.0,2014-03-06,iPhone,0.0,True,66.7,4.72,5.0
Winterfell,1,2014-01-16,5.0,1.0,2014-06-09,iPhone,0.0,False,33.3,10.14,5.0
Winterfell,7,2014-01-15,5.0,1.0,2014-06-15,iPhone,0.0,True,61.9,3.12,4.8
King's Landing,0,2014-01-19,5.0,1.0,2014-06-22,iPhone,0.0,False,0.0,16.96,5.0
Astapor,1,2014-01-19,,1.0,2014-03-16,iPhone,0.0,False,0.0,2.73,5.0
King's Landing,3,2014-01-25,5.0,1.23,2014-06-29,iPhone,36.6,True,56.1,3.63,4.9
Astapor,10,2014-01-11,5.0,1.05,2014-01-16,iPhone,10.0,True,70.0,1.21,5.0
Winterfell,3,2014-01-09,4.7,1.0,2014-04-18,iPhone,0.0,False,66.7,8.82,4.4
Astapor,7,2014-01-19,4.9,1.0,2014-06-25,iPhone,0.0,False,70.6,4.08,4.7
Winterfell,1,2014-01-19,,1.0,2014-02-08,Android,0.0,False,0.0,7.1,5.0
King's Landing,0,2014-01-10,5.0,1.0,2014-06-06,iPhone,0.0,True,60.0,1.34,3.5
Winterfell,6,2014-01-18,4.7,1.21,2014-03-09,Android,15.4,True,23.1,4.43,4.7
Astapor,0,2014-01-01,5.0,1.04,2014-03-16,iPhone,14.3,False,57.1,2.34,5.0
Astapor,1,2014-01-24,5.0,1.03,2014-06-10,,10.5,False,94.7,2.59,4.9
King's Landing,1,2014-01-22,5.0,1.07,2014-05-19,iPhone,16.7,False,66.7,3.09,4.8
Astapor,1,2014-01-25,4.0,1.46,2014-06-21,iPhone,33.3,False,50.0,4.03,4.2
Winterfell,6,2014-01-25,4.4,2.07,2014-06-10,iPhone,71.4,True,57.1,2.64,4.3
Astapor,4,2014-01-19,5.0,1.27,2014-06-29,iPhone,21.4,False,21.4,2.22,4.6
Winterfell,1,2014-01-24,5.0,1.0,2014-04-20,iPhone,0.0,False,50.0,1.9100000000000001,5.0
King's Landing,2,2014-01-14,5.0,1.0,2014-01-22,iPhone,0.0,False,100.0,13.75,5.0
King's Landing,0,2014-01-24,5.0,1.0,2014-06-16,iPhone,0.0,False,85.7,3.05,4.9
Winterfell,1,2014-01-18,,1.0,2014-05-17,Android,0.0,False,50.0,3.14,5.0
Astapor,0,2014-01-24,4.7,1.0,2014-04-02,iPhone,0.0,False,100.0,6.01,5.0
Winterfell,2,2014-01-11,4.2,1.0,2014-05-18,iPhone,0.0,False,37.5,3.3,5.0
Astapor,2,2014-01-23,5.0,1.15,2014-05-03,Android,20.0,False,80.0,4.93,5.0
Winterfell,3,2014-01-26,3.5,1.02,2014-06-14,iPhone,3.7,False,92.6,3.7,4.5
Winterfell,2,2014-01-09,5.0,1.25,2014-01-10,iPhone,50.0,False,100.0,1.57,5.0
Astapor,5,2014-01-14,3.5,1.0,2014-01-18,Android,0.0,False,100.0,2.39,5.0
Winterfell,1,2014-01-25,4.0,1.0,2014-04-05,iPhone,0.0,False,0.0,11.61,4.0
Winterfell,7,2014-01-13,4.0,1.0,2014-01-16,iPhone,0.0,True,100.0,1.63,4.0
Astapor,5,2014-01-05,4.3,1.0,2014-03-24,Android,0.0,True,50.0,5.28,4.8
Winterfell,2,2014-01-06,4.5,1.0,2014-06-26,iPhone,0.0,False,87.5,5.74,5.0
Winterfell,0,2014-01-28,,1.0,2014-05-21,iPhone,0.0,False,66.7,3.51,5.0
Winterfell,1,2014-01-31,5.0,1.0,2014-06-20,iPhone,0.0,False,100.0,4.95,4.8
King's Landing,3,2014-01-17,5.0,1.25,2014-02-23,Android,25.0,False,25.0,4.95,5.0
Winterfell,0,2014-01-16,,1.0,2014-06-20,Android,0.0,True,100.0,2.5700000000000003,5.0
King's Landing,2,2014-01-18,5.0,1.0,2014-06-27,Android,0.0,True,55.6,2.91,4.9
Astapor,1,2014-01-14,5.0,1.0,2014-02-12,iPhone,0.0,False,100.0,0.93,5.0
Winterfell,1,2014-01-08,,1.0,2014-01-09,iPhone,0.0,False,100.0,2.7,5.0
King's Landing,0,2014-01-16,5.0,1.0,2014-06-20,iPhone,0.0,True,92.9,6.67,5.0
King's Landing,2,2014-01-29,4.5,1.0,2014-01-30,iPhone,0.0,False,100.0,25.29,5.0
Winterfell,1,2014-01-18,,1.5,2014-01-19,Android,100.0,False,0.0,3.23,5.0
King's Landing,1,2014-01-06,5.0,1.0,2014-05-19,iPhone,0.0,False,100.0,2.71,5.0
Astapor,0,2014-01-07,4.0,1.0,2014-05-05,Android,0.0,True,100.0,1.8599999999999999,5.0
Astapor,2,2014-01-06,5.0,1.0,2014-01-09,Android,0.0,True,100.0,3.07,5.0
King's Landing,1,2014-01-01,5.0,1.0,2014-01-02,iPhone,0.0,False,100.0,2.4,5.0
Astapor,1,2014-01-25,,3.0,2014-01-26,iPhone,100.0,False,0.0,3.18,5.0
Astapor,0,2014-01-21,,1.0,2014-03-30,iPhone,0.0,True,0.0,2.38,5.0
Astapor,0,2014-01-11,5.0,1.0,2014-04-16,iPhone,0.0,False,100.0,2.61,5.0
Winterfell,4,2014-01-11,5.0,1.06,2014-06-21,iPhone,7.7,True,7.7,2.63,4.8
King's Landing,0,2014-01-29,4.0,1.0,2014-06-25,iPhone,0.0,True,100.0,2.27,5.0
King's Landing,0,2014-01-11,5.0,1.06,2014-06-27,,7.7,True,51.3,7.21,4.5
Winterfell,0,2014-01-11,5.0,1.0,2014-06-15,Android,0.0,True,60.0,5.09,5.0
King's Landing,0,2014-01-04,,1.0,2014-03-09,,0.0,False,0.0,129.89,5.0
